billid,status,status_at
hr7200,REFERRED,2026-01-22
hr7232,REFERRED,2026-01-22
hr7212,REFERRED,2026-01-22
hr7213,REFERRED,2026-01-22
hr7227,REFERRED,2026-01-22
hr7233,REFERRED,2026-01-22
hr7201,REFERRED,2026-01-22
hr7230,REFERRED,2026-01-22
hr7214,REFERRED,2026-01-22
hr7225,REFERRED,2026-01-22
hr7198,REFERRED,2026-01-22
hr7224,REFERRED,2026-01-22
hr7222,REFERRED,2026-01-22
hr7204,REFERRED,2026-01-22
hr7199,REFERRED,2026-01-22
hr7209,REFERRED,2026-01-22
hr7221,REFERRED,2026-01-22
hr7196,REFERRED,2026-01-22
hr7210,REFERRED,2026-01-22
hr7195,REFERRED,2026-01-22
hr7217,REFERRED,2026-01-22
hr7229,REFERRED,2026-01-22
hjres143,REFERRED,2026-01-22
hjres142,REFERRED,2026-01-22
hres1017,REFERRED,2026-01-22
hres1018,REFERRED,2026-01-22
hres1015,REFERRED,2026-01-22
hr7183,REFERRED,2026-01-21
hr7179,REFERRED,2026-01-21
hr7182,REFERRED,2026-01-21
hr7175,REFERRED,2026-01-21
hr7173,REFERRED,2026-01-21
hr7189,REFERRED,2026-01-21
hr7190,REFERRED,2026-01-21
hr7192,REFERRED,2026-01-21
hr7169,REFERRED,2026-01-21
hr7186,REFERRED,2026-01-21
hr7171,REFERRED,2026-01-21
hr7193,REFERRED,2026-01-21
hr7178,REFERRED,2026-01-21
hr7188,REFERRED,2026-01-21
hr7167,REFERRED,2026-01-21
hr7181,REFERRED,2026-01-21
hr7177,REFERRED,2026-01-21
hr7176,REFERRED,2026-01-21
hr7184,REFERRED,2026-01-21
hr7185,REFERRED,2026-01-21
hr7180,REFERRED,2026-01-21
hr7170,REFERRED,2026-01-21
hr7191,REFERRED,2026-01-21
hr7174,REFERRED,2026-01-21
hr7187,REFERRED,2026-01-21
hr7168,REFERRED,2026-01-21
hr7172,REFERRED,2026-01-21
hjres141,REFERRED,2026-01-21
hres1012,REFERRED,2026-01-21
hres1013,REFERRED,2026-01-21
hr7160,REFERRED,2026-01-20
hr7156,REFERRED,2026-01-20
hr7164,REFERRED,2026-01-20
hr7162,REFERRED,2026-01-20
hr7157,REFERRED,2026-01-20
hr7149,REFERRED,2026-01-20
hr7163,REFERRED,2026-01-20
hr7152,REFERRED,2026-01-20
hr7165,REFERRED,2026-01-20
hr7155,REFERRED,2026-01-20
hr7161,REFERRED,2026-01-20
hr7153,REFERRED,2026-01-20
hr7158,REFERRED,2026-01-20
hr7150,REFERRED,2026-01-20
hr7151,REFERRED,2026-01-20
hr7166,REFERRED,2026-01-20
hr7154,REFERRED,2026-01-20
hr7159,REFERRED,2026-01-20
hres1010,REFERRED,2026-01-20
hres1011,REFERRED,2026-01-20
hr7143,REFERRED,2026-01-16
hr7144,REFERRED,2026-01-16
hr7146,REFERRED,2026-01-16
hr7129,REFERRED,2026-01-16
hr7141,REFERRED,2026-01-16
hr7139,REFERRED,2026-01-16
hr7137,REFERRED,2026-01-16
hr7127,REFERRED,2026-01-16
hr7142,REFERRED,2026-01-16
hr7131,REFERRED,2026-01-16
hr7132,REFERRED,2026-01-16
hr7136,REFERRED,2026-01-16
hr7145,REFERRED,2026-01-16
hr7140,REFERRED,2026-01-16
hr7138,REFERRED,2026-01-16
hr7134,REFERRED,2026-01-16
hr7130,REFERRED,2026-01-16
hr7135,REFERRED,2026-01-16
hr7133,REFERRED,2026-01-16
hres1008,REFERRED,2026-01-16
hconres70,REFERRED,2026-01-15
hr7117,REFERRED,2026-01-15
hr7095,REFERRED,2026-01-15
hr7091,REFERRED,2026-01-15
hr7125,REFERRED,2026-01-15
hr7123,REFERRED,2026-01-15
hr7116,REFERRED,2026-01-15
hr7096,REFERRED,2026-01-15
hr7109,REFERRED,2026-01-15
hr7099,REFERRED,2026-01-15
hr7118,REFERRED,2026-01-15
hr7112,REFERRED,2026-01-15
hr7120,REFERRED,2026-01-15
hr7124,REFERRED,2026-01-15
hr7093,REFERRED,2026-01-15
hr7083,REFERRED,2026-01-15
hr7092,REFERRED,2026-01-15
hr7087,REFERRED,2026-01-15
hr7098,REFERRED,2026-01-15
hr7089,REFERRED,2026-01-15
hr7090,REFERRED,2026-01-15
hr7122,REFERRED,2026-01-15
hr7121,REFERRED,2026-01-15
hr7094,REFERRED,2026-01-15
hr7110,REFERRED,2026-01-15
hr7105,REFERRED,2026-01-15
hr7088,REFERRED,2026-01-15
hr7126,REFERRED,2026-01-15
hr7108,REFERRED,2026-01-15
hr7113,REFERRED,2026-01-15
hr7103,REFERRED,2026-01-15
hr7114,REFERRED,2026-01-15
hr7107,REFERRED,2026-01-15
hr7104,REFERRED,2026-01-15
hr7106,REFERRED,2026-01-15
hr7100,REFERRED,2026-01-15
hr7115,REFERRED,2026-01-15
hr7102,REFERRED,2026-01-15
hr7111,REFERRED,2026-01-15
hr7101,REFERRED,2026-01-15
hr7097,REFERRED,2026-01-15
hr7119,REFERRED,2026-01-15
sres583,REFERRED,2026-01-15
sconres26,REFERRED,2026-01-15
s3648,REFERRED,2026-01-15
s3672,REFERRED,2026-01-15
s3659,REFERRED,2026-01-15
s3662,REFERRED,2026-01-15
s3656,REFERRED,2026-01-15
s3658,REFERRED,2026-01-15
s3670,REFERRED,2026-01-15
s3665,REFERRED,2026-01-15
s3652,REFERRED,2026-01-15
s3660,REFERRED,2026-01-15
s3678,REFERRED,2026-01-15
s3677,REFERRED,2026-01-15
s3668,REFERRED,2026-01-15
s3663,REFERRED,2026-01-15
s3683,REFERRED,2026-01-15
s3666,REFERRED,2026-01-15
s3650,REFERRED,2026-01-15
s3654,REFERRED,2026-01-15
s3655,REFERRED,2026-01-15
s3667,REFERRED,2026-01-15
s3686,REFERRED,2026-01-15
s3673,REFERRED,2026-01-15
s3681,REFERRED,2026-01-15
s3688,REFERRED,2026-01-15
s3647,REFERRED,2026-01-15
s3657,REFERRED,2026-01-15
s3651,REFERRED,2026-01-15
s3684,REFERRED,2026-01-15
s3685,REFERRED,2026-01-15
s3649,REFERRED,2026-01-15
s3671,REFERRED,2026-01-15
s3676,REFERRED,2026-01-15
s3680,REFERRED,2026-01-15
s3682,REFERRED,2026-01-15
s3664,REFERRED,2026-01-15
s3669,REFERRED,2026-01-15
s3679,REFERRED,2026-01-15
s3653,REFERRED,2026-01-15
s3661,REFERRED,2026-01-15
s3687,REFERRED,2026-01-15
s3675,REFERRED,2026-01-15
hres1004,REFERRED,2026-01-15
hres1002,REFERRED,2026-01-15
hres1003,REFERRED,2026-01-15
hres1005,REFERRED,2026-01-15
hres1006,REFERRED,2026-01-15
hr7073,REFERRED,2026-01-14
hr7050,REFERRED,2026-01-14
hr7077,REFERRED,2026-01-14
hr7058,REFERRED,2026-01-14
hr7075,REFERRED,2026-01-14
hr7072,REFERRED,2026-01-14
hr7060,REFERRED,2026-01-14
hr7055,REFERRED,2026-01-14
hr7078,REFERRED,2026-01-14
hr7063,REFERRED,2026-01-14
hr7066,REFERRED,2026-01-14
hr7068,REFERRED,2026-01-14
hr7062,REFERRED,2026-01-14
hr7074,REFERRED,2026-01-14
hr7069,REFERRED,2026-01-14
hr7070,REFERRED,2026-01-14
hr7076,REFERRED,2026-01-14
hr7065,REFERRED,2026-01-14
hr7079,REFERRED,2026-01-14
hr7051,REFERRED,2026-01-14
hr7064,REFERRED,2026-01-14
hr7061,REFERRED,2026-01-14
hr7071,REFERRED,2026-01-14
hr7059,REFERRED,2026-01-14
hr7052,REFERRED,2026-01-14
hr7057,REFERRED,2026-01-14
hr7080,REFERRED,2026-01-14
hr7054,REFERRED,2026-01-14
hr7053,REFERRED,2026-01-14
hr7067,REFERRED,2026-01-14
hr7081,REFERRED,2026-01-14
s3644,REFERRED,2026-01-14
s3643,REFERRED,2026-01-14
s3641,REFERRED,2026-01-14
s3646,REFERRED,2026-01-14
s3633,REFERRED,2026-01-14
s3635,REFERRED,2026-01-14
s3631,REFERRED,2026-01-14
s3632,REFERRED,2026-01-14
s3634,REFERRED,2026-01-14
s3645,REFERRED,2026-01-14
s3638,REFERRED,2026-01-14
s3642,REFERRED,2026-01-14
s3637,REFERRED,2026-01-14
s3630,REFERRED,2026-01-14
s3640,REFERRED,2026-01-14
s3636,REFERRED,2026-01-14
s3639,REFERRED,2026-01-14
hres997,REFERRED,2026-01-14
hres998,REFERRED,2026-01-14
hres999,REFERRED,2026-01-14
hres1001,REFERRED,2026-01-14
hres996,REFERRED,2026-01-14
hres1000,REFERRED,2026-01-14
hr7034,REFERRED,2026-01-13
hr7046,REFERRED,2026-01-13
hr7024,REFERRED,2026-01-13
hr7042,REFERRED,2026-01-13
hr7026,REFERRED,2026-01-13
hr7028,REFERRED,2026-01-13
hr7033,REFERRED,2026-01-13
hr7041,REFERRED,2026-01-13
hr7036,REFERRED,2026-01-13
hr7027,REFERRED,2026-01-13
hr7048,REFERRED,2026-01-13
hr7038,REFERRED,2026-01-13
hr7045,REFERRED,2026-01-13
hr7044,REFERRED,2026-01-13
hr7047,REFERRED,2026-01-13
hr7029,REFERRED,2026-01-13
hr7031,REFERRED,2026-01-13
hr7030,REFERRED,2026-01-13
hr7035,REFERRED,2026-01-13
hr7040,REFERRED,2026-01-13
hr7025,REFERRED,2026-01-13
hr7032,REFERRED,2026-01-13
hr7043,REFERRED,2026-01-13
hr7037,REFERRED,2026-01-13
hr7049,REFERRED,2026-01-13
hr7039,REFERRED,2026-01-13
sres582,REFERRED,2026-01-13
s3628,REFERRED,2026-01-13
s3617,REFERRED,2026-01-13
s3623,REFERRED,2026-01-13
s3616,REFERRED,2026-01-13
s3626,REFERRED,2026-01-13
s3629,REFERRED,2026-01-13
s3618,REFERRED,2026-01-13
s3624,REFERRED,2026-01-13
s3619,REFERRED,2026-01-13
s3621,REFERRED,2026-01-13
s3625,REFERRED,2026-01-13
s3620,REFERRED,2026-01-13
s3622,REFERRED,2026-01-13
hres993,REFERRED,2026-01-13
hres994,REFERRED,2026-01-13
hres990,REFERRED,2026-01-13
hres995,REFERRED,2026-01-13
hr7023,REFERRED,2026-01-12
hr7015,REFERRED,2026-01-12
hr7011,REFERRED,2026-01-12
hr7010,REFERRED,2026-01-12
hr7018,REFERRED,2026-01-12
hr7013,REFERRED,2026-01-12
hr7017,REFERRED,2026-01-12
hr7021,REFERRED,2026-01-12
hr7022,REFERRED,2026-01-12
hr7014,REFERRED,2026-01-12
hr7020,REFERRED,2026-01-12
hr7007,REFERRED,2026-01-12
hr7009,REFERRED,2026-01-12
hr7012,REFERRED,2026-01-12
hr7019,REFERRED,2026-01-12
hr7016,REFERRED,2026-01-12
s3612,REFERRED,2026-01-12
s3615,REFERRED,2026-01-12
s3613,REFERRED,2026-01-12
s3611,REFERRED,2026-01-12
s3614,REFERRED,2026-01-12
hres989,REFERRED,2026-01-12
hres986,REFERRED,2026-01-12
hres987,REFERRED,2026-01-12
hr6999,REFERRED,2026-01-09
hr6996,REFERRED,2026-01-09
hr7000,REFERRED,2026-01-09
hr6993,REFERRED,2026-01-09
hr6992,REFERRED,2026-01-09
hr6994,REFERRED,2026-01-09
hr6995,REFERRED,2026-01-09
hr7005,REFERRED,2026-01-09
hr7004,REFERRED,2026-01-09
hr7003,REFERRED,2026-01-09
hr7002,REFERRED,2026-01-09
hr7001,REFERRED,2026-01-09
hr6997,REFERRED,2026-01-09
hres985,REFERRED,2026-01-09
hres984,REFERRED,2026-01-09
hconres69,REFERRED,2026-01-08
hr6982,REFERRED,2026-01-08
hr6985,REFERRED,2026-01-08
hr6990,REFERRED,2026-01-08
hr6975,REFERRED,2026-01-08
hr6974,REFERRED,2026-01-08
hr6989,REFERRED,2026-01-08
hr6988,REFERRED,2026-01-08
hr6980,REFERRED,2026-01-08
hr6977,REFERRED,2026-01-08
hr6991,REFERRED,2026-01-08
hr6983,REFERRED,2026-01-08
hr6981,REFERRED,2026-01-08
hr6986,REFERRED,2026-01-08
hr6987,REFERRED,2026-01-08
hr6979,REFERRED,2026-01-08
hr6976,REFERRED,2026-01-08
hr6984,REFERRED,2026-01-08
sres576,REFERRED,2026-01-08
hjres138,REFERRED,2026-01-08
sconres25,REFERRED,2026-01-08
s3604,REFERRED,2026-01-08
s3608,REFERRED,2026-01-08
s3597,REFERRED,2026-01-08
s3600,REFERRED,2026-01-08
s3598,REFERRED,2026-01-08
s3603,REFERRED,2026-01-08
s3609,REFERRED,2026-01-08
s3607,REFERRED,2026-01-08
s3606,REFERRED,2026-01-08
s3601,REFERRED,2026-01-08
s3596,REFERRED,2026-01-08
s3602,REFERRED,2026-01-08
s3599,REFERRED,2026-01-08
s3610,REFERRED,2026-01-08
s3605,REFERRED,2026-01-08
hres983,REFERRED,2026-01-08
hres982,REFERRED,2026-01-08
hr6959,REFERRED,2026-01-07
hr6963,REFERRED,2026-01-07
hr6966,REFERRED,2026-01-07
hr6965,REFERRED,2026-01-07
hr6971,REFERRED,2026-01-07
hr6968,REFERRED,2026-01-07
hr6969,REFERRED,2026-01-07
hr6964,REFERRED,2026-01-07
hr6962,REFERRED,2026-01-07
hr6972,REFERRED,2026-01-07
hr6970,REFERRED,2026-01-07
hr6973,REFERRED,2026-01-07
hr6958,REFERRED,2026-01-07
hr6960,REFERRED,2026-01-07
hr6961,REFERRED,2026-01-07
hr6957,REFERRED,2026-01-07
hr6955,REFERRED,2026-01-07
hjres137,REFERRED,2026-01-07
s3585,REFERRED,2026-01-07
s3595,REFERRED,2026-01-07
s3592,REFERRED,2026-01-07
s3587,REFERRED,2026-01-07
s3590,REFERRED,2026-01-07
s3594,REFERRED,2026-01-07
s3586,REFERRED,2026-01-07
s3584,REFERRED,2026-01-07
s3589,REFERRED,2026-01-07
s3591,REFERRED,2026-01-07
s3593,REFERRED,2026-01-07
s3588,REFERRED,2026-01-07
hres981,REFERRED,2026-01-07
hres980,REFERRED,2026-01-07
hr6943,REFERRED,2026-01-06
hr6949,REFERRED,2026-01-06
hr6946,REFERRED,2026-01-06
hr6950,REFERRED,2026-01-06
hr6942,REFERRED,2026-01-06
hr6940,REFERRED,2026-01-06
hr6944,REFERRED,2026-01-06
hr6953,REFERRED,2026-01-06
hr6941,REFERRED,2026-01-06
hr6948,REFERRED,2026-01-06
hr6951,REFERRED,2026-01-06
hr6952,REFERRED,2026-01-06
hr6947,REFERRED,2026-01-06
hr6939,REFERRED,2026-01-06
hr6954,REFERRED,2026-01-06
sres574,REFERRED,2026-01-06
hjres136,REFERRED,2026-01-06
s3582,REFERRED,2026-01-06
s3583,REFERRED,2026-01-06
s3581,REFERRED,2026-01-06
sjres101,REFERRED,2026-01-05
s3580,REFERRED,2026-01-05
hr6937,REFERRED,2026-01-02
hr6936,REFERRED,2026-01-02
hr6934,REFERRED,2025-12-30
hr6935,REFERRED,2025-12-30
hres973,REFERRED,2025-12-30
hr6933,REFERRED,2025-12-26
hr6931,REFERRED,2025-12-26
hr6932,REFERRED,2025-12-26
hr6930,REFERRED,2025-12-23
hr6925,REFERRED,2025-12-23
hr6926,REFERRED,2025-12-23
hr6923,REFERRED,2025-12-23
hr6920,REFERRED,2025-12-23
hr6922,REFERRED,2025-12-23
hr6928,REFERRED,2025-12-23
hr6927,REFERRED,2025-12-23
hr6924,REFERRED,2025-12-23
hr6929,REFERRED,2025-12-23
hr6921,REFERRED,2025-12-23
hr6914,REFERRED,2025-12-19
hr6913,REFERRED,2025-12-19
hr6919,REFERRED,2025-12-19
hr6916,REFERRED,2025-12-19
hr6917,REFERRED,2025-12-19
hr6910,REFERRED,2025-12-19
hr6911,REFERRED,2025-12-19
hr6912,REFERRED,2025-12-19
hr6915,REFERRED,2025-12-19
hr6918,REFERRED,2025-12-19
hres972,REFERRED,2025-12-19
hres971,REFERRED,2025-12-19
hres970,REFERRED,2025-12-19
hres969,REFERRED,2025-12-19
hr6890,REFERRED,2025-12-18
hr6891,REFERRED,2025-12-18
hr6902,REFERRED,2025-12-18
hr6844,REFERRED,2025-12-18
hr6878,REFERRED,2025-12-18
hr6837,REFERRED,2025-12-18
hr6838,REFERRED,2025-12-18
hr6876,REFERRED,2025-12-18
hr6887,REFERRED,2025-12-18
hr6864,REFERRED,2025-12-18
hr6846,REFERRED,2025-12-18
hr6883,REFERRED,2025-12-18
hr6908,REFERRED,2025-12-18
hr6852,REFERRED,2025-12-18
hr6866,REFERRED,2025-12-18
hr6874,REFERRED,2025-12-18
hr6896,REFERRED,2025-12-18
hr6886,REFERRED,2025-12-18
hr6893,REFERRED,2025-12-18
hr6836,REFERRED,2025-12-18
hr6870,REFERRED,2025-12-18
hr6847,REFERRED,2025-12-18
hr6839,REFERRED,2025-12-18
hr6884,REFERRED,2025-12-18
hr6877,REFERRED,2025-12-18
hr6898,REFERRED,2025-12-18
hr6881,REFERRED,2025-12-18
hr6872,REFERRED,2025-12-18
hr6851,REFERRED,2025-12-18
hr6860,REFERRED,2025-12-18
hr6888,REFERRED,2025-12-18
hr6849,REFERRED,2025-12-18
hr6907,REFERRED,2025-12-18
hr6835,REFERRED,2025-12-18
hr6901,REFERRED,2025-12-18
hr6858,REFERRED,2025-12-18
hr6880,REFERRED,2025-12-18
hr6885,REFERRED,2025-12-18
hr6895,REFERRED,2025-12-18
hr6857,REFERRED,2025-12-18
hr6894,REFERRED,2025-12-18
hr6862,REFERRED,2025-12-18
hr6845,REFERRED,2025-12-18
hr6869,REFERRED,2025-12-18
hr6859,REFERRED,2025-12-18
hr6892,REFERRED,2025-12-18
hr6875,REFERRED,2025-12-18
hr6843,REFERRED,2025-12-18
hr6840,REFERRED,2025-12-18
hr6842,REFERRED,2025-12-18
hr6867,REFERRED,2025-12-18
hr6904,REFERRED,2025-12-18
hr6873,REFERRED,2025-12-18
hr6834,REFERRED,2025-12-18
hr6848,REFERRED,2025-12-18
hr6841,REFERRED,2025-12-18
hr6854,REFERRED,2025-12-18
hr6871,REFERRED,2025-12-18
hr6865,REFERRED,2025-12-18
hr6879,REFERRED,2025-12-18
hr6868,REFERRED,2025-12-18
hr6850,REFERRED,2025-12-18
hr6855,REFERRED,2025-12-18
hr6856,REFERRED,2025-12-18
hr6909,REFERRED,2025-12-18
hr6899,REFERRED,2025-12-18
hr6897,REFERRED,2025-12-18
hr6882,REFERRED,2025-12-18
hr6833,REFERRED,2025-12-18
hr6900,REFERRED,2025-12-18
hr6853,REFERRED,2025-12-18
hr6906,REFERRED,2025-12-18
hr6861,REFERRED,2025-12-18
hr6863,REFERRED,2025-12-18
hr6889,REFERRED,2025-12-18
hr6905,REFERRED,2025-12-18
sres573,REFERRED,2025-12-18
sres569,REFERRED,2025-12-18
sres568,REFERRED,2025-12-18
hjres135,REFERRED,2025-12-18
s3573,REFERRED,2025-12-18
s3566,REFERRED,2025-12-18
s3572,REFERRED,2025-12-18
s3568,REFERRED,2025-12-18
s3560,REFERRED,2025-12-18
s3575,REFERRED,2025-12-18
s3576,REFERRED,2025-12-18
s3567,REFERRED,2025-12-18
s3578,REFERRED,2025-12-18
s3562,REFERRED,2025-12-18
s3579,REFERRED,2025-12-18
s3563,REFERRED,2025-12-18
s3569,REFERRED,2025-12-18
s3564,REFERRED,2025-12-18
s3574,REFERRED,2025-12-18
s3577,REFERRED,2025-12-18
s3558,REFERRED,2025-12-18
s3565,REFERRED,2025-12-18
s3559,REFERRED,2025-12-18
s3561,REFERRED,2025-12-18
s3570,REFERRED,2025-12-18
s3571,REFERRED,2025-12-18
hres959,REFERRED,2025-12-18
hres962,REFERRED,2025-12-18
hres968,REFERRED,2025-12-18
hres964,REFERRED,2025-12-18
hres966,REFERRED,2025-12-18
hres960,REFERRED,2025-12-18
